receptor,receiver_celltype,PE_pregnancy_n,PE_detected_n,PE_detected_proportion,control_pregnancy_n,control_detected_n,control_detected_proportion,PE_median_mean_normalized_expression,control_median_mean_normalized_expression,PE_donor_expression,control_donor_expression,receptor_competence,competence_rule,receptor_mapping_source,evidence_confidence,source_url
CNTN1,MACROPHAGE,16,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CNTNAP1,MACROPHAGE,16,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_5:0;PE_early_6:0;PE_early_7:0.00215054;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0.00809717;control_early_2:0;control_early_3:0.000992063;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
COL13A1,MACROPHAGE,16,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_5:0.00847458;PE_early_6:0.00344828;PE_early_7:0.00215054;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0.00198413;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CR1,MACROPHAGE,16,12,0.75,9,6,0.6666666666666666,0.1400803361189344,0.13559322033898305,PE_early_1:0.139665;PE_early_10:0.0677966;PE_early_2:0.131579;PE_early_3:0.176812;PE_early_5:0.118644;PE_early_6:0.162069;PE_early_7:0.105376;PE_early_8:0.0315789;PE_early_9:0.140496;PE_late_1:0.164773;PE_late_2:0.379032;PE_late_3:0.235294;PE_late_4:0.0877193;PE_late_5:0.0891089;PE_late_6:0.186047;PE_late_7:0.18961,control_early_1:0.0769231;control_early_2:0.0921502;control_early_3:0.111111;control_3:0;control_4:0.178082;control_5:0.135593;control_6:0.217391;control_7:0.263158;control_8:0.297619,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CRHR1,MACROPHAGE,16,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0.0284091;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CSF1R,MACROPHAGE,16,16,1.0,9,9,1.0,2.5453361125586245,2.7986348122866893,PE_early_1:1.87709;PE_early_10:2.33898;PE_early_2:2.52632;PE_early_3:2.33043;PE_early_5:2.09322;PE_early_6:3.86379;PE_early_7:2.03656;PE_early_8:2.08421;PE_early_9:2.62397;PE_late_1:2.82386;PE_late_2:2.10484;PE_late_3:2.96078;PE_late_4:3.17544;PE_late_5:2.56436;PE_late_6:3.13178;PE_late_7:3.02857,control_early_1:3.06478;control_early_2:2.79863;control_early_3:2.83532;control_3:2.48;control_4:2;control_5:2.16949;control_6:2.84783;control_7:2.43158;control_8:3.10714,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CSF2RA,MACROPHAGE,16,16,1.0,9,9,1.0,1.2312834224598932,1.380952380952381,PE_early_1:1.37989;PE_early_10:1.23729;PE_early_2:1.35526;PE_early_3:1.47826;PE_early_5:1.16102;PE_early_6:0.793103;PE_early_7:0.711828;PE_early_8:0.863158;PE_early_9:1.22727;PE_late_1:1.53409;PE_late_2:1.57258;PE_late_3:1.23529;PE_late_4:1.29825;PE_late_5:0.960396;PE_late_6:1.00775;PE_late_7:1.21039,control_early_1:1.1498;control_early_2:1.35495;control_early_3:1.41468;control_3:1.4;control_4:1.90411;control_5:1.10169;control_6:1.6087;control_7:0.789474;control_8:1.38095,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CSF3R,MACROPHAGE,16,16,1.0,9,9,1.0,1.7060696095076402,1.6484641638225257,PE_early_1:2.12291;PE_early_10:1.79661;PE_early_2:1.71053;PE_early_3:1.38841;PE_early_5:1.44068;PE_early_6:0.989655;PE_early_7:0.95914;PE_early_8:0.968421;PE_early_9:1.8843;PE_late_1:1.84091;PE_late_2:1.70161;PE_late_3:1.56863;PE_late_4:2.29825;PE_late_5:1.72277;PE_late_6:1.78295;PE_late_7:1.40779,control_early_1:1.1498;control_early_2:1.64846;control_early_3:1.38591;control_3:2.04;control_4:1.91781;control_5:0.694915;control_6:1.71739;control_7:0.926316;control_8:2.19048,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CXCR1,MACROPHAGE,16,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0.0169492;PE_early_2:0;PE_early_3:0;PE_early_5:0;PE_early_6:0.00862069;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0.0340909;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0.00341297;control_early_3:0.00198413;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CXCR2,MACROPHAGE,16,0,0.0,9,0,0.0,0.017565485362095533,0.023890784982935155,PE_early_1:0.00558659;PE_early_10:0.0169492;PE_early_2:0.0657895;PE_early_3:0;PE_early_5:0.0423729;PE_early_6:0.0206897;PE_early_7:0.0236559;PE_early_8:0;PE_early_9:0;PE_late_1:0.0284091;PE_late_2:0.0483871;PE_late_3:0;PE_late_4:0;PE_late_5:0.019802;PE_late_6:0.00775194;PE_late_7:0.0181818,control_early_1:0.00809717;control_early_2:0.0238908;control_early_3:0.0376984;control_3:0;control_4:0.0273973;control_5:0;control_6:0.0434783;control_7:0.0631579;control_8:0.0119048,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CXCR4,MACROPHAGE,16,16,1.0,9,9,1.0,7.52638103523271,6.284722222222222,PE_early_1:6.31844;PE_early_10:11.6271;PE_early_2:6.55263;PE_early_3:5.04928;PE_early_5:11.9068;PE_early_6:5.9;PE_early_7:7.79355;PE_early_8:7.72632;PE_early_9:7.32645;PE_late_1:8.32386;PE_late_2:6.07258;PE_late_3:6.7451;PE_late_4:10.6491;PE_late_5:6.0396;PE_late_6:10.8295;PE_late_7:8.13766,control_early_1:10.2186;control_early_2:8.3959;control_early_3:6.28472;control_3:5.4;control_4:2.72603;control_5:5.18644;control_6:4.04348;control_7:9.05263;control_8:11.1667,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
DAG1,MACROPHAGE,16,12,0.75,9,7,0.7777777777777778,0.15412293853073464,0.14736842105263157,PE_early_1:0.0837989;PE_early_10:0.0677966;PE_early_2:0.197368;PE_early_3:0.156522;PE_early_5:0.0762712;PE_early_6:0.151724;PE_early_7:0.232258;PE_early_8:0.378947;PE_early_9:0.247934;PE_late_1:0.107955;PE_late_2:0.169355;PE_late_3:0.196078;PE_late_4:0.175439;PE_late_5:0.0990099;PE_late_6:0.147287;PE_late_7:0.150649,control_early_1:0.194332;control_early_2:0.156997;control_early_3:0.121032;control_3:0.08;control_4:0.0821918;control_5:0.254237;control_6:0.217391;control_7:0.147368;control_8:0.107143,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
DDR1,MACROPHAGE,16,0,0.0,9,0,0.0,0.02818304007820137,0.027303754266211604,PE_early_1:0.0391061;PE_early_10:0.0169492;PE_early_2:0.0263158;PE_early_3:0.0144928;PE_early_5:0.0169492;PE_early_6:0.0362069;PE_early_7:0.027957;PE_early_8:0.0947368;PE_early_9:0.0578512;PE_late_1:0.0284091;PE_late_2:0.016129;PE_late_3:0.0784314;PE_late_4:0;PE_late_5:0.0594059;PE_late_6:0.0155039;PE_late_7:0.0623377,control_early_1:0.0445344;control_early_2:0.0273038;control_early_3:0.0347222;control_3:0.08;control_4:0.0547945;control_5:0;control_6:0;control_7:0.0210526;control_8:0.0238095,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
DDR2,MACROPHAGE,16,0,0.0,9,0,0.0,0.008186313819834269,0.0,PE_early_1:0.027933;PE_early_10:0;PE_early_2:0.0131579;PE_early_3:0.0057971;PE_early_5:0.0508475;PE_early_6:0.00862069;PE_early_7:0.0258065;PE_early_8:0;PE_early_9:0;PE_late_1:0.0113636;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0.039604;PE_late_6:0.00775194;PE_late_7:0.012987,control_early_1:0;control_early_2:0.0136519;control_early_3:0.0109127;control_3:0.08;control_4:0;control_5:0;control_6:0.0217391;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
DPP4,MACROPHAGE,16,3,0.1875,9,1,0.1111111111111111,0.05226136931534233,0.04436860068259386,PE_early_1:0.0391061;PE_early_10:0.0847458;PE_early_2:0.0263158;PE_early_3:0.057971;PE_early_5:0.0677966;PE_early_6:0.0465517;PE_early_7:0.144086;PE_early_8:0.136842;PE_early_9:0.152893;PE_late_1:0.0909091;PE_late_2:0.0403226;PE_late_3:0.0784314;PE_late_4:0.0350877;PE_late_5:0.039604;PE_late_6:0.0310078;PE_late_7:0.038961,control_early_1:0.0809717;control_early_2:0.0443686;control_early_3:0.078373;control_3:0.04;control_4:0.0547945;control_5:0.0338983;control_6:0.0434783;control_7:0.136842;control_8:0.0238095,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
